0000,0000,0000,0000,0000,0000,0000,0000
0000,2020,2120,1030,1130,9392,9390,0000
0000,2021,2121,1031,1131,9092,9090,0000
5090,9050,9050,9050,9050,9050,9050,0000
0000,1010,7030,7030,7030,7030,7030,0000
0000,0000,0000,0000,0000,0000,0000,0000
