0000,0000,5090,5090,5090,5090,0000,0000
0000,3040,3040,7575,7575,3040,1010,0000
0000,7060,9050,9092,9392,9050,0060,0000
0000,7060,9050,9090,9390,9050,0060,0000
0000,0000,0000,0000,0000,0000,0000,0000
