0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0090,9050,8500,8200,8000,9050,0000
0000,0000,0090,9050,8502,8202,8002,9050,0000
0000,0000,0090,9050,8504,8204,8004,9050,0000
0000,0000,0090,9050,8506,8206,8006,9050,0000
0000,0000,0090,9050,9050,9050,9092,9090,0000
0000,0000,0090,9050,9050,9050,9392,9390,0000
0000,0000,0000,5090,5090,5090,5090,0000,0000
